arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,All Souls Avenue,2020-04-06 05:22:11,11473_490003256N_2020-04-06_out_0,2020-04-06 05:20:17,out
True,Sheffield Terrace,2020-04-01 17:53:12,19417_490012055N_2020-04-01_out_2,2020-04-01 17:23:41,out
True,Notting Hill Gate Station,2020-03-11 10:51:36,10805_490000167G_2020-03-11_out_0,2020-03-11 10:51:46,out
True,Harrow Road / Kilburn Lane,2020-04-03 02:19:25,10562_490007860S_2020-04-03_out_1,2020-04-03 01:51:35,out
True,Prince Of Wales Gate,2020-03-10 10:56:34,19393_490011198W_2020-03-10_in_0,2020-03-10 10:55:55,in
True,Kensal House,2020-04-05 14:50:21,19666_490004737S_2020-04-05_in_0,2020-04-05 14:50:08,in
True,Prince Of Wales Gate,2020-04-02 23:18:54,11533_490011198W_2020-04-02_out_10,2020-04-02 23:16:07,out
True,Palace Gardens Terr / Notting Hill Gte,2020-03-10 11:32:54,11740_490000167K_2020-03-10_out_0,2020-03-10 11:22:58,out
True,Palace Gardens Terr / Notting Hill Gte,2020-04-01 16:19:38,19665_490000167K_2020-04-01_out_1,2020-04-01 16:15:09,out
True,Knightsbridge Barracks,2020-04-06 04:36:31,10581_490011822W_2020-04-06_in_0,2020-04-06 04:30:04,in
True,Portobello and Golborne Market,2020-04-01 14:21:48,19673_490G00003399_2020-04-01_in_1,2020-04-01 14:20:38,in
True,Stanley Gardens,2020-03-28 07:02:27,19672_490012550N_2020-03-28_in_0,2020-03-28 06:53:09,in
True,Blenheim Crescent,2020-03-27 09:10:54,10799_490004099N_2020-03-27_in_0,2020-03-27 09:10:12,in
True,Hyde Park Corner,2020-04-01 13:23:29,19673_490G00119S_2020-04-01_out_1,2020-04-01 13:19:11,out
True,Okehampton Road,2020-04-01 14:08:20,10509_490010521N_2020-04-01_out_1,2020-04-01 13:39:13,out
True,Palace Gate,2020-03-10 11:50:35,10509_490G00010728_2020-03-10_in_0,2020-03-10 11:23:00,in
True,Hanover Road,2020-03-11 14:26:31,19678_490012147E_2020-03-11_in_0,2020-03-11 14:24:10,in
True,Wilton Street,2020-04-02 07:35:05,12064_490014728S_2020-04-02_out_1,2020-04-02 07:31:16,out
True,Hanover Road,2020-04-03 00:26:45,10562_490012147E_2020-04-03_in_0,2020-04-03 00:22:06,in
True,Prince Of Wales Gate,2020-04-01 17:45:52,19643_490011198W_2020-04-01_in_2,2020-04-01 17:20:11,in
True,Kensington Palace,2020-04-06 05:45:27,11530_490011761M_2020-04-06_in_0,2020-04-06 05:38:41,in
True,York House Place / Kensington High St,2020-03-27 08:41:57,19417_490010536K_2020-03-27_out_0,2020-03-27 08:41:40,out
True,Palace Gate,2020-04-02 13:15:01,10542_490G00010728_2020-04-02_in_4,2020-04-02 13:14:46,in
True,Okehampton Road,2020-03-29 09:44:20,10299_490010521N_2020-03-29_in_0,2020-03-29 09:43:40,in
True,All Souls Avenue,2020-03-27 08:31:28,19667_490003256N_2020-03-27_out_0,2020-03-27 08:11:14,out
True,Rutland Gardens,2020-04-02 13:35:20,19643_490G00011822_2020-04-02_out_4,2020-04-02 13:10:46,out
True,Victoria Bus Station,2020-04-05 15:15:08,10809_490014050C_2020-04-05_out_0,2020-04-05 15:10:44,out
True,York House Place / Kensington High St,2020-04-02 06:34:56,10274_490010536K_2020-04-02_out_1,2020-04-02 06:26:43,out
True,Station Terrace,2020-04-05 16:45:26,11477_490G00012622_2020-04-05_out_0,2020-04-05 16:22:45,out
True,Stanley Gardens,2020-04-03 00:13:47,10562_490012550N_2020-04-02_in_1,2020-04-02 23:57:35,in
True,Station Terrace,2020-03-30 05:36:48,11485_490G00012622_2020-03-30_out_0,2020-03-30 05:28:41,out
True,Kensington Palace,2020-04-01 20:11:25,10509_490011761M_2020-04-01_in_3,2020-04-01 20:09:13,in
True,Portobello and Golborne Market,2020-04-01 19:03:21,19643_490G00003399_2020-04-01_out_1,2020-04-01 19:03:13,out
True,Strode Road,2020-03-11 09:59:03,10805_490G00014688_2020-03-11_in_0,2020-03-11 09:54:09,in
True,Kensal Rise Station,2020-03-11 10:56:33,19405_490001161S1_2020-03-11_out_0,2020-03-11 10:51:09,out
True,Okehampton Road,2020-03-10 11:21:54,10299_490010521N_2020-03-10_in_0,2020-03-10 10:52:56,in
True,St Charles Square,2020-03-28 06:53:34,11740_490008898F_2020-03-28_out_0,2020-03-28 06:53:09,out
True,Sheffield Terrace,2020-04-02 18:59:53,12064_490012055N_2020-04-02_out_6,2020-04-02 18:57:35,out
True,All Souls Avenue,2020-04-02 14:36:01,19407_490003256N_2020-04-02_in_2,2020-04-02 14:16:44,in
True,Hanover Road,2020-04-02 14:58:02,11741_490012147E_2020-04-02_out_1,2020-04-02 14:56:44,out
True,Rutland Gardens,2020-04-02 18:36:30,19643_490G00011822_2020-04-02_out_6,2020-04-02 18:36:36,out
True,Prince Of Wales Gate,2020-04-05 15:27:06,11477_490011198W_2020-04-05_in_0,2020-04-05 15:23:14,in
True,Hyde Park Corner Station,2020-04-05 15:09:55,10809_490000119M_2020-04-05_out_0,2020-04-05 15:08:44,out
True,Barlby Road,2020-03-18 17:48:12,11483_490003619M_2020-03-18_out_0,2020-03-18 17:24:34,out
True,Ladbroke Grove Station,2020-04-01 23:05:27,19673_490000131A_2020-04-01_in_4,2020-04-01 23:03:11,in
True,Ladbroke Grove Station,2020-03-30 06:10:03,19673_490000131A_2020-03-30_out_0,2020-03-30 06:09:40,out
True,Stanley Gardens,2020-04-02 21:47:46,12064_490012550N_2020-04-02_in_8,2020-04-02 21:45:35,in
True,Ladbroke Grove Station,2020-03-29 10:09:51,12055_490000131A_2020-03-29_in_0,2020-03-29 09:49:04,in
True,Kensal Rise Station,2020-04-01 14:34:29,11741_490001161S1_2020-04-01_out_1,2020-04-01 14:33:41,out
True,Chepstow Villas,2020-04-05 17:58:31,10268_490012550S_2020-04-05_out_1,2020-04-05 17:56:45,out
True,Hyde Park Corner Station,2020-03-10 10:41:24,10299_490000119M_2020-03-10_in_0,2020-03-10 10:41:01,in
True,Ladbroke Road,2020-04-02 07:31:43,19643_490G00019160_2020-04-02_in_1,2020-04-02 07:31:17,in
True,Chesterton Road,2020-04-01 22:20:03,10509_490005139C_2020-04-01_in_4,2020-04-01 22:15:43,in
True,Palace Gardens Terr / Notting Hill Gte,2020-04-01 20:53:27,12064_490000167K_2020-04-01_out_3,2020-04-01 20:51:12,out
True,Pound Lane,2020-04-02 08:02:29,10621_490014687W1_2020-04-02_in_1,2020-04-02 07:58:44,in
True,Banister Road,2020-03-11 10:26:46,10267_490003583S_2020-03-11_in_0,2020-03-11 10:26:41,in
True,Portobello and Golborne Market,2020-04-02 15:50:26,19643_490G00003399_2020-04-02_out_5,2020-04-02 15:48:45,out
True,Ladbroke Road,2020-03-11 11:00:47,10445_490G00019160_2020-03-11_in_0,2020-03-11 10:38:21,in
True,Chepstow Villas,2020-03-30 07:07:09,11744_490012550S_2020-03-30_out_0,2020-03-30 06:48:42,out
True,Pound Lane / Willesden Bus Garage,2020-03-10 10:44:41,10268_490014687N_2020-03-10_out_0,2020-03-10 10:43:51,out
True,Sheffield Terrace,2020-03-27 10:00:42,10629_490012055N_2020-03-27_in_0,2020-03-27 09:31:42,in
True,Wilton Street,2020-04-02 22:37:49,19643_490014728S_2020-04-02_out_8,2020-04-02 22:37:07,out
True,York House Place / Kensington High St,2020-04-03 02:02:33,10561_490010536K_2020-04-03_out_1,2020-04-03 01:54:34,out
True,Grosvenor Gardens,2020-04-01 22:38:13,11546_490007544Q_2020-04-01_in_2,2020-04-01 22:12:13,in
True,Banister Road,2020-04-01 20:54:59,19667_490003583S_2020-04-01_out_0,2020-04-01 20:54:44,out
True,Palace Gate,2020-03-27 09:37:02,19393_490G00010728_2020-03-27_out_0,2020-03-27 09:31:44,out
True,Pound Lane,2020-04-02 15:10:22,10621_490014687W1_2020-04-02_in_5,2020-04-02 15:09:16,in
True,Hanover Road,2020-03-18 16:52:34,11581_490012147E_2020-03-18_in_0,2020-03-18 16:35:53,in
True,Pound Lane,2020-04-05 14:53:27,10626_490014687W1_2020-04-05_in_0,2020-04-05 14:50:07,in
True,St Charles Square,2020-03-30 06:34:15,11740_490008898F_2020-03-30_out_0,2020-03-30 06:33:40,out
True,Chesterton Road,2020-04-02 07:26:33,10274_490005139C_2020-04-02_in_1,2020-04-02 07:24:44,in
True,Kensington Palace,2020-04-02 14:53:46,11546_490011761M_2020-04-02_in_3,2020-04-02 14:35:18,in
True,Portobello and Golborne Market,2020-04-05 16:44:30,10268_490G00003399_2020-04-05_in_0,2020-04-05 16:22:47,in
True,York House Place / Kensington High St,2020-03-28 07:17:39,19394_490010536K_2020-03-28_out_0,2020-03-28 07:17:40,out
True,Ladbroke Grove Sainsbury's,2020-04-02 00:16:25,11741_490G00008897_2020-04-01_in_4,2020-04-01 23:48:11,in
True,Portobello and Golborne Market,2020-03-18 16:55:53,11486_490G00003399_2020-03-18_out_0,2020-03-18 16:35:55,out
True,Ladbroke Grove Sainsbury's,2020-04-01 10:51:08,10293_490G00008897_2020-04-01_in_0,2020-04-01 10:44:09,in
True,Sheffield Terrace,2020-04-02 07:22:07,12064_490012055N_2020-04-02_out_1,2020-04-02 07:02:44,out
True,Chesterton Road,2020-04-02 04:42:51,11533_490005139C_2020-04-02_in_0,2020-04-02 04:34:44,in
True,Kensington Palace,2020-04-01 11:35:59,19643_490011761M_2020-04-01_out_0,2020-04-01 11:36:10,out
True,Banister Road,2020-04-01 14:12:05,10509_490003583S_2020-04-01_out_1,2020-04-01 13:42:11,out
True,Okehampton Road,2020-04-01 18:53:45,19643_490010521N_2020-04-01_out_2,2020-04-01 18:51:13,out
True,Notting Hill Gate Station,2020-03-18 17:42:28,10542_490000167G_2020-03-18_in_0,2020-03-18 17:15:12,in
True,Kensal House,2020-03-27 08:24:13,19394_490004737S_2020-03-27_out_0,2020-03-27 08:14:42,out
True,Ladbroke Road,2020-04-06 04:44:43,10581_490G00019160_2020-04-06_in_0,2020-04-06 04:36:50,in
True,Barlby Road,2020-04-01 19:08:22,10801_490003619M_2020-04-01_in_2,2020-04-01 19:06:41,in
True,Knightsbridge Barracks,2020-04-01 12:38:14,19643_490011822W_2020-04-01_in_0,2020-04-01 12:12:47,in
True,Villiers Road,2020-04-02 12:57:25,12064_490G00014088_2020-04-02_in_3,2020-04-02 12:55:17,in
True,Knightsbridge Station  / Harrods,2020-04-02 12:38:46,11477_490000130KE_2020-04-02_in_1,2020-04-02 12:30:43,in
True,Pound Lane / Willesden Bus Garage,2020-03-11 11:17:10,11808_490014687N_2020-03-11_out_0,2020-03-11 10:51:10,out
True,Prince Of Wales Gate,2020-04-06 07:48:17,10581_490011198W_2020-04-06_out_0,2020-04-06 07:26:31,out
True,Kensal House,2020-03-11 11:03:47,11479_490004737S_2020-03-11_in_0,2020-03-11 10:38:21,in
True,All Souls Avenue,2020-04-02 07:35:38,10274_490003256N_2020-04-02_in_1,2020-04-02 07:35:15,in
True,Royal Albert Hall,2020-03-30 06:46:00,11740_490011750W_2020-03-30_out_0,2020-03-30 06:45:42,out
True,Rutland Gardens,2020-03-18 16:39:23,10512_490G00011822_2020-03-18_out_0,2020-03-18 16:38:42,out
True,Chepstow Villas,2020-04-05 16:03:08,19666_490012550S_2020-04-05_out_0,2020-04-05 16:02:44,out
True,Kensington Palace,2020-04-02 22:23:41,10561_490011761M_2020-04-02_in_0,2020-04-02 22:21:37,in
True,Hanover Road,2020-03-29 10:12:04,19416_490012147E_2020-03-29_out_0,2020-03-29 09:49:05,out
True,York House Place / Kensington High St,2020-03-27 09:21:23,11741_490010536K_2020-03-27_out_0,2020-03-27 09:03:10,out
True,Notting Hill Gate Station,2020-04-05 16:41:43,10268_490000167G_2020-04-05_in_0,2020-04-05 16:22:44,in
True,Prince Of Wales Gate,2020-04-01 18:19:14,11741_490011198W_2020-04-01_in_2,2020-04-01 18:18:10,in
True,Banister Road,2020-04-02 12:10:11,19643_490003583S_2020-04-02_in_3,2020-04-02 12:09:17,in
True,Ladbroke Road,2020-04-02 19:35:28,10621_490G00019160_2020-04-02_in_7,2020-04-02 19:33:36,in
True,Ladbroke Grove Station,2020-03-31 07:31:49,10542_490000131A_2020-03-31_out_0,2020-03-31 07:22:40,out
True,Palace Gardens Terr / Notting Hill Gte,2020-03-25 14:48:35,11473_490000167K_2020-03-25_out_0,2020-03-25 14:45:10,out
True,Villiers Road,2020-04-01 20:59:59,19678_490G00014088_2020-04-01_in_3,2020-04-01 20:57:13,in
True,Palace Gardens Terr / Notting Hill Gte,2020-04-01 19:10:10,19643_490000167K_2020-04-01_out_2,2020-04-01 19:09:42,out
True,Kensal Rise Station,2020-04-01 19:21:47,19673_490001161S1_2020-04-01_in_4,2020-04-01 19:21:13,in
True,Kensington Palace,2020-04-01 12:35:32,19678_490011761M_2020-04-01_out_0,2020-04-01 12:12:48,out
True,Willesden Bus Garage,2020-04-01 14:14:52,10293_490014687E_2020-04-01_out_1,2020-04-01 13:45:09,out
True,Prince Of Wales Gate,2020-04-03 03:58:37,11477_490011198W_2020-04-03_out_0,2020-04-03 03:36:46,out
True,Whitmore Gardens,2020-04-06 04:43:57,11530_490014619S_2020-04-06_out_0,2020-04-06 04:36:48,out
True,Hyde Park Corner,2020-04-01 17:52:14,10509_490G00119S_2020-04-01_in_2,2020-04-01 17:23:42,in
True,Victoria Bus Station,2020-04-01 14:24:19,12064_490014050C_2020-04-01_out_1,2020-04-01 14:24:11,out
True,All Souls Avenue,2020-04-02 21:29:30,19670_490003256N_2020-04-02_out_8,2020-04-02 21:24:36,out
True,Wilton Street,2020-04-01 12:18:57,12064_490014728S_2020-04-01_in_0,2020-04-01 12:18:50,in
True,All Souls Avenue,2020-04-06 03:21:43,11744_490003256N_2020-04-06_in_1,2020-04-06 02:52:23,in
True,Victoria Bus Station,2020-04-06 03:14:21,12064_490014050C_2020-04-06_out_1,2020-04-06 02:45:51,out
True,Notting Hill Gate Station,2020-04-01 20:38:13,11741_490000167G_2020-04-01_out_2,2020-04-01 20:33:12,out
True,Ladbroke Grove Sainsbury's,2020-04-02 18:37:39,10542_490G00008897_2020-04-02_in_6,2020-04-02 18:36:34,in
True,Pound Lane,2020-04-01 23:06:54,11546_490014687W1_2020-04-01_in_2,2020-04-01 23:00:43,in
True,Ladbroke Grove Sainsbury's,2020-03-11 10:57:41,10268_490G00008897_2020-03-11_in_0,2020-03-11 10:51:09,in
True,Blenheim Crescent,2020-04-02 15:31:25,11477_490004099N_2020-04-02_in_2,2020-04-02 15:31:18,in
True,Blenheim Crescent,2020-04-02 05:58:30,10621_490004099N_2020-04-02_in_0,2020-04-02 05:28:45,in
True,Exhibition Road,2020-03-19 11:39:38,10801_490006691W_2020-03-19_in_0,2020-03-19 11:37:13,in
True,Portobello and Golborne Market,2020-04-06 09:05:59,10445_490G00003399_2020-04-06_in_1,2020-04-06 09:03:07,in
True,Queen's Gate,2020-04-05 15:37:06,10268_490G00019923_2020-04-05_out_0,2020-04-05 15:08:44,out
True,Wrentham Avenue,2020-04-01 18:58:00,19678_490001161N1_2020-04-01_in_2,2020-04-01 18:51:11,in
True,Chesterton Road,2020-03-27 09:30:05,10275_490005139C_2020-03-27_out_0,2020-03-27 09:12:40,out
