vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
16768_490004290Q_2020-04-16_in_0,Brentford Fountain Leisure Centre,2020-04-16 12:25:35,2020-04-16 12:24:48,in,1
16443_490014638E2_2020-04-16_out_0,Whitton Road,2020-04-16 12:28:29,2020-04-16 12:28:36,out,1
16768_490006297B_2020-04-16_in_0,Watermans Centre,2020-04-16 12:30:09,2020-04-16 12:28:37,in,1
16442_490006297B_2020-04-16_out_0,Watermans Centre,2020-04-16 12:32:53,2020-04-16 12:33:02,out,1
16768_490004292G_2020-04-16_in_0,Market Place,2020-04-16 12:33:36,2020-04-16 12:33:05,in,1
16436_490012521E_2020-04-16_in_0,Stamford Brook Bus Garage,2020-04-16 12:30:57,2020-04-16 12:23:42,in,1
16443_490003580N_2020-04-16_out_0,Lynton Close,2020-04-16 12:32:22,2020-04-16 12:23:43,out,1
16443_490009961N1_2020-04-16_out_0,Woodstock Avenue,2020-04-16 12:31:37,2020-04-16 12:23:47,out,1
16437_490005423GG_2020-04-16_out_0,Clifton Gardens,2020-04-16 12:29:26,2020-04-16 12:25:15,out,1
16443_490008511N_2020-04-16_out_0,Isleworth Leisure Centre and Library,2020-04-16 12:33:20,2020-04-16 12:23:57,out,1
16443_490G00008524_2020-04-16_out_0,Ivybridge,2020-04-16 12:29:52,2020-04-16 12:24:07,out,1
16439_490009961S_2020-04-16_in_0,Mogden Lane,2020-04-16 12:30:00,2020-04-16 12:29:07,in,1
16439_490G00008247_2020-04-16_in_0,Hill View Road,2020-04-16 12:32:04,2020-04-16 12:29:09,in,1
16442_490004296W_2020-04-16_out_0,Brent Lea,2020-04-16 12:29:45,2020-04-16 12:26:56,out,1
16444_490012333E_2020-04-16_out_0,South Road / Fulwell,2020-04-16 12:33:20,2020-04-16 12:33:39,out,1
16443_490G00008247_2020-04-16_out_0,Hill View Road,2020-04-16 12:29:17,2020-04-16 12:29:16,out,1
16439_490005102S_2020-04-16_in_0,Chertsey Road,2020-04-16 12:31:25,2020-04-16 12:29:17,in,1
16439_490014638E2_2020-04-16_in_0,Whitton Road,2020-04-16 12:32:45,2020-04-16 12:29:17,in,1
16768_490G00004289_2020-04-16_in_0,Brentford County Court,2020-04-16 12:32:15,2020-04-16 12:29:19,in,1
16443_490005700N_2020-04-16_out_0,Crane Avenue,2020-04-16 12:31:09,2020-04-16 12:29:20,out,1
16768_490008690W_2020-04-16_in_0,The Musical Museum,2020-04-16 12:29:40,2020-04-16 12:29:23,in,1
16437_490013850OO_2020-04-16_out_0,Chiswick Lane,2020-04-16 12:31:55,2020-04-16 12:29:01,out,1
16439_490005700N_2020-04-16_in_0,Crane Avenue,2020-04-16 12:30:47,2020-04-16 12:29:32,in,1
16436_490007272H_2020-04-16_in_0,Goldhawk Road,2020-04-16 12:29:49,2020-04-16 12:24:33,in,1
16436_490013850OO_2020-04-16_in_0,Chiswick Lane,2020-04-16 12:32:18,2020-04-16 12:24:34,in,1
16442_490004292G_2020-04-16_out_0,Market Place,2020-04-16 12:30:52,2020-04-16 12:29:34,out,1
16442_490G00003804_2020-04-16_out_0,Beech Avenue,2020-04-16 12:29:41,2020-04-16 12:27:22,out,1
16768_490G00007259_2020-04-16_in_0,Goat Wharf,2020-04-16 12:31:14,2020-04-16 12:27:24,in,1
16443_490G00014954_2020-04-16_out_0,Worton Road,2020-04-16 12:33:51,2020-04-16 12:34:06,out,1
16442_490G00004289_2020-04-16_out_0,Brentford County Court,2020-04-16 12:31:52,2020-04-16 12:29:44,out,1
16437_490G00005210_2020-04-16_out_0,Chiswick Police Station,2020-04-16 12:30:26,2020-04-16 12:25:48,out,1
16437_490012521E_2020-04-16_out_0,Stamford Brook Bus Garage,2020-04-16 12:34:20,2020-04-16 12:33:03,out,1
16437_490015027F_2020-04-16_out_0,Ravenscourt Park,2020-04-16 12:36:20,2020-04-16 12:28:47,out,1
16437_490007273M_2020-04-16_out_0,Goldhawk Road / Young's Corner,2020-04-16 12:35:06,2020-04-16 12:33:09,out,1
16443_490014493N_2020-04-16_out_0,Twickenham Rd / West Middlesex Hospital,2020-04-16 12:36:54,2020-04-16 12:23:50,out,1
16768_490004296W_2020-04-16_in_0,Brent Lea,2020-04-16 12:35:48,2020-04-16 12:32:59,in,1
16436_490005211E_2020-04-16_in_0,Chiswick Road,2020-04-16 12:38:24,2020-04-16 12:37:56,in,1
16437_490007239E_2020-04-16_out_0,Iffley Road,2020-04-16 12:38:49,2020-04-16 12:37:38,out,1
16442_490G00094B_2020-04-16_out_0,Gunnersbury Station,2020-04-16 12:38:06,2020-04-16 12:38:00,out,1
16437_490011438E_2020-04-16_out_0,Ravenscourt Park Station,2020-04-16 12:36:50,2020-04-16 12:28:40,out,1
16443_490004635TD_2020-04-16_out_0,Park Road,2020-04-16 12:37:59,2020-04-16 12:38:05,out,1
16439_490008007T_2020-04-16_in_0,Heath Road / Twickenham,2020-04-16 12:37:46,2020-04-16 12:38:07,in,1
16437_490015588E_2020-04-16_out_0,Lamington Street,2020-04-16 12:38:19,2020-04-16 12:38:08,out,1
16439_490013870E_2020-04-16_in_0,London Road / Twickenham,2020-04-16 12:35:03,2020-04-16 12:33:36,in,1
16442_490004290Q_2020-04-16_out_0,Brentford Fountain Leisure Centre,2020-04-16 12:37:21,2020-04-16 12:33:36,out,1
16443_490008512TH_2020-04-16_out_0,Isleworth War Memorial,2020-04-16 12:34:28,2020-04-16 12:33:41,out,1
16768_490015029E_2020-04-16_in_0,Busch Corner,2020-04-16 12:38:30,2020-04-16 12:38:23,in,1
16768_490013141W_2020-04-16_in_0,Syon Lane,2020-04-16 12:36:31,2020-04-16 12:33:46,in,1
16436_490G00005210_2020-04-16_in_0,Chiswick Police Station,2020-04-16 12:34:18,2020-04-16 12:33:48,in,1
16439_490008009E_2020-04-16_in_0,Heath Road / Grove Avenue,2020-04-16 12:39:06,2020-04-16 12:38:30,in,1
16442_490008690E_2020-04-16_out_0,London Museum Of Water and Steam,2020-04-16 12:34:31,2020-04-16 12:33:59,out,1
16444_490G00007064_2020-04-16_out_0,Fulwell / Sixth Cross Road,2020-04-16 12:34:40,2020-04-16 12:34:01,out,1
16442_490001167S_2020-04-16_out_0,Kew Bridge Station,2020-04-16 12:36:23,2020-04-16 12:34:03,out,1
16442_490008690W_2020-04-16_out_0,The Musical Museum,2020-04-16 12:34:51,2020-04-16 12:24:43,out,1
16443_490G00009538_2020-04-16_out_0,Mandeville Road,2020-04-16 12:35:19,2020-04-16 12:34:12,out,1
16436_490000048CV_2020-04-16_in_0,Turnham Green Church,2020-04-16 12:37:03,2020-04-16 12:33:56,in,1
16437_490G00005937_2020-04-16_out_0,Dalling Road,2020-04-16 12:37:33,2020-04-16 12:33:51,out,1
16768_490008512TH_2020-04-16_in_0,Isleworth War Memorial,2020-04-16 12:42:21,2020-04-16 12:37:45,in,1
16436_490001167S_2020-04-16_in_0,Kew Bridge Station,2020-04-16 12:43:37,2020-04-16 12:43:00,in,1
16444_490013865N_2020-04-16_out_0,The Prince Albert / Twickenham,2020-04-16 12:40:22,2020-04-16 12:37:57,out,1
16439_490013765N_2020-04-16_in_0,Trafalgar Road / Prince Of Wales,2020-04-16 12:41:31,2020-04-16 12:37:49,in,1
16768_490014954TM_2020-04-16_in_0,Isleworth Library,2020-04-16 12:43:15,2020-04-16 12:43:10,in,1
16437_490000097T_2020-04-16_out_0,Hammersmith Stn / H&C and Circle Lines,2020-04-16 12:39:58,2020-04-16 12:37:39,out,1
16442_490005211E_2020-04-16_out_0,Chiswick Road,2020-04-16 12:39:26,2020-04-16 12:37:36,out,1
16444_490008007T_2020-04-16_out_0,Heath Road / Twickenham,2020-04-16 12:43:05,2020-04-16 12:37:52,out,1
16444_490013765N_2020-04-16_out_0,Trafalgar Road / Prince Of Wales,2020-04-16 12:39:43,2020-04-16 12:37:43,out,1
16768_490G00013181_2020-04-16_in_0,Teesdale Gardens,2020-04-16 12:39:32,2020-04-16 12:37:55,in,1
16442_490005423GG_2020-04-16_out_0,Clifton Gardens,2020-04-16 12:42:14,2020-04-16 12:37:56,out,1
16443_490004296W_2020-04-16_out_0,Brent Lea,2020-04-16 12:40:56,2020-04-16 12:33:39,out,1
16436_490010687J_2020-04-16_in_0,Power Road,2020-04-16 12:40:56,2020-04-16 12:38:24,in,1
16443_490015029E_2020-04-16_out_0,Busch Corner,2020-04-16 12:39:11,2020-04-16 12:38:07,out,1
16444_490008009E_2020-04-16_out_0,Heath Road / Grove Avenue,2020-04-16 12:42:14,2020-04-16 12:38:28,out,1
16439_490G00007064_2020-04-16_in_0,Fulwell / Sixth Cross Road,2020-04-16 12:42:44,2020-04-16 12:38:29,in,1
16444_490013869N_2020-04-16_out_0,Twickenham Green,2020-04-16 12:41:18,2020-04-16 12:38:02,out,1
16436_490G00094B_2020-04-16_in_0,Gunnersbury Station,2020-04-16 12:39:59,2020-04-16 12:38:04,in,1
16437_490007705F_2020-04-16_out_0,Hammersmith Bus Station,2020-04-16 12:41:42,2020-04-16 12:38:19,out,1
16440_490008801P_2020-04-16_in_0,Kings Mall Shopping Centre,2020-04-16 12:41:24,2020-04-16 12:38:59,in,1
16442_490000048CV_2020-04-16_out_0,Turnham Green Church,2020-04-16 12:40:44,2020-04-16 12:39:00,out,1
16439_490013865N_2020-04-16_in_0,The Prince Albert / Twickenham,2020-04-16 12:40:14,2020-04-16 12:33:55,in,1
16439_490013869N_2020-04-16_in_0,Twickenham Green,2020-04-16 12:39:35,2020-04-16 12:38:47,in,1
16436_490004290Q_2020-04-16_in_0,Brentford Fountain Leisure Centre,2020-04-16 12:42:08,2020-04-16 12:34:13,in,1
16768_490014493N_2020-04-16_in_0,Twickenham Rd / West Middlesex Hospital,2020-04-16 12:40:57,2020-04-16 12:38:48,in,1
16442_490G00005210_2020-04-16_out_0,Chiswick Police Station,2020-04-16 12:43:06,2020-04-16 12:38:39,out,1
16443_490G00003804_2020-04-16_out_0,Beech Avenue,2020-04-16 12:39:57,2020-04-16 12:34:03,out,1
16440_490007705F_2020-04-16_in_0,Hammersmith Bus Station,2020-04-16 12:39:27,2020-04-16 12:38:43,in,1
16439_490012333E_2020-04-16_in_0,South Road / Fulwell,2020-04-16 12:42:46,2020-04-16 12:33:53,in,1
16442_490010687K_2020-04-16_out_0,Thorney Hedge Road,2020-04-16 12:39:40,2020-04-16 12:33:54,out,1
16443_490013141W_2020-04-16_out_0,Syon Lane,2020-04-16 12:39:57,2020-04-16 12:38:50,out,1
16768_490G00009538_2020-04-16_in_0,Mandeville Road,2020-04-16 12:41:39,2020-04-16 12:38:57,in,1
16444_490013870E_2020-04-16_out_0,London Road / Twickenham,2020-04-16 12:44:38,2020-04-16 12:37:46,out,1
16436_490006297B_2020-04-16_in_0,Watermans Centre,2020-04-16 12:47:07,2020-04-16 12:47:27,in,1
16444_490014638E2_2020-04-16_out_0,Whitton Road,2020-04-16 12:47:06,2020-04-16 12:47:26,out,1
16443_490006297B_2020-04-16_out_0,Watermans Centre,2020-04-16 12:47:26,2020-04-16 12:47:30,out,1
16442_490012521E_2020-04-16_out_0,Stamford Brook Bus Garage,2020-04-16 12:47:10,2020-04-16 12:47:31,out,1
16440_490012521E_2020-04-16_in_0,Stamford Brook Bus Garage,2020-04-16 12:47:53,2020-04-16 12:47:33,in,1
16442_490013850OO_2020-04-16_out_0,Chiswick Lane,2020-04-16 12:45:10,2020-04-16 12:38:03,out,1
16450_490012333E_2020-04-16_out_0,South Road / Fulwell,2020-04-16 12:48:10,2020-04-16 12:24:15,out,1
16768_490005102S_2020-04-16_in_0,Chertsey Road,2020-04-16 12:48:09,2020-04-16 12:48:11,in,1
16436_490008690W_2020-04-16_in_0,The Musical Museum,2020-04-16 12:44:55,2020-04-16 12:43:36,in,1
16768_490009961S_2020-04-16_in_0,Mogden Lane,2020-04-16 12:45:35,2020-04-16 12:38:10,in,1
16768_490003580N_2020-04-16_in_0,Lynton Close,2020-04-16 12:44:39,2020-04-16 12:38:10,in,1
16768_490004260S_2020-04-16_in_0,Brantwood Avenue,2020-04-16 12:44:13,2020-04-16 12:43:24,in,1
16440_490007272H_2020-04-16_in_0,Goldhawk Road,2020-04-16 12:47:15,2020-04-16 12:43:50,in,1
16440_490011438E_2020-04-16_in_0,Ravenscourt Park Station,2020-04-16 12:44:51,2020-04-16 12:43:47,in,1
16444_490013861B_2020-04-16_out_0,Twickenham Station,2020-04-16 12:45:32,2020-04-16 12:39:00,out,1
16443_490004292G_2020-04-16_out_0,Market Place,2020-04-16 12:45:05,2020-04-16 12:43:52,out,1
16440_490G00007711_2020-04-16_in_0,Hammersmith Town Hall,2020-04-16 12:44:29,2020-04-16 12:44:02,in,1
16443_490G00004289_2020-04-16_out_0,Brentford County Court,2020-04-16 12:46:06,2020-04-16 12:44:03,out,1
16768_490005700N_2020-04-16_in_0,Crane Avenue,2020-04-16 12:46:41,2020-04-16 12:43:50,in,1
16436_490G00007259_2020-04-16_in_0,Goat Wharf,2020-04-16 12:46:41,2020-04-16 12:43:57,in,1
16440_490015027F_2020-04-16_in_0,Ravenscourt Park,2020-04-16 12:46:22,2020-04-16 12:43:15,in,1
16444_490003580N_2020-04-16_out_0,Lynton Close,2020-04-16 12:51:43,2020-04-16 12:47:34,out,1
16442_490015027F_2020-04-16_out_0,Ravenscourt Park,2020-04-16 12:50:24,2020-04-16 12:47:37,out,1
16442_490007273M_2020-04-16_out_0,Goldhawk Road / Young's Corner,2020-04-16 12:48:28,2020-04-16 12:47:41,out,1
16450_490013865N_2020-04-16_out_0,The Prince Albert / Twickenham,2020-04-16 12:53:26,2020-04-16 12:52:15,out,1
16444_490008511N_2020-04-16_out_0,Isleworth Leisure Centre and Library,2020-04-16 12:52:37,2020-04-16 12:47:50,out,1
16443_490G00094B_2020-04-16_out_0,Gunnersbury Station,2020-04-16 12:54:17,2020-04-16 12:52:18,out,1
16444_490009961N1_2020-04-16_out_0,Woodstock Avenue,2020-04-16 12:51:05,2020-04-16 12:47:42,out,1
16436_490004296W_2020-04-16_in_0,Brent Lea,2020-04-16 12:51:33,2020-04-16 12:47:28,in,1
16450_490013765N_2020-04-16_out_0,Trafalgar Road / Prince Of Wales,2020-04-16 12:52:47,2020-04-16 12:52:01,out,1
16436_490004292G_2020-04-16_in_0,Market Place,2020-04-16 12:49:17,2020-04-16 12:47:33,in,1
16440_490005211E_2020-04-16_in_0,Chiswick Road,2020-04-16 12:54:45,2020-04-16 12:52:15,in,1
16444_490008512TH_2020-04-16_out_0,Isleworth War Memorial,2020-04-16 12:53:52,2020-04-16 12:48:09,out,1
16444_490G00008247_2020-04-16_out_0,Hill View Road,2020-04-16 12:48:16,2020-04-16 12:48:10,out,1
16768_490014638E2_2020-04-16_in_0,Whitton Road,2020-04-16 12:49:31,2020-04-16 12:48:11,in,1
16768_490008007T_2020-04-16_in_0,Heath Road / Twickenham,2020-04-16 12:53:44,2020-04-16 12:47:58,in,1
16436_490G00004289_2020-04-16_in_0,Brentford County Court,2020-04-16 12:48:53,2020-04-16 12:48:13,in,1
16444_490005700N_2020-04-16_out_0,Crane Avenue,2020-04-16 12:50:35,2020-04-16 12:48:14,out,1
16436_490013141W_2020-04-16_in_0,Syon Lane,2020-04-16 12:51:37,2020-04-16 12:43:34,in,1
16450_490008009E_2020-04-16_out_0,Heath Road / Grove Avenue,2020-04-16 12:55:11,2020-04-16 12:52:43,out,1
16440_490G00005210_2020-04-16_in_0,Chiswick Police Station,2020-04-16 12:51:29,2020-04-16 12:48:16,in,1
16450_490013869N_2020-04-16_out_0,Twickenham Green,2020-04-16 12:54:17,2020-04-16 12:52:21,out,1
16444_490G00008524_2020-04-16_out_0,Ivybridge,2020-04-16 12:49:48,2020-04-16 12:48:00,out,1
16768_490G00008247_2020-04-16_in_0,Hill View Road,2020-04-16 12:48:49,2020-04-16 12:48:03,in,1
16768_490013870E_2020-04-16_in_0,London Road / Twickenham,2020-04-16 12:51:21,2020-04-16 12:48:04,in,1
16443_490004290Q_2020-04-16_out_0,Brentford Fountain Leisure Centre,2020-04-16 12:51:23,2020-04-16 12:48:05,out,1
16440_490013850OO_2020-04-16_in_0,Chiswick Lane,2020-04-16 12:49:11,2020-04-16 12:48:28,in,1
16443_490010687K_2020-04-16_out_0,Thorney Hedge Road,2020-04-16 12:53:44,2020-04-16 12:52:49,out,1
16443_490008690E_2020-04-16_out_0,London Museum Of Water and Steam,2020-04-16 12:49:10,2020-04-16 12:48:29,out,1
16443_490008690W_2020-04-16_out_0,The Musical Museum,2020-04-16 12:48:54,2020-04-16 12:44:00,out,1
16450_490G00007064_2020-04-16_out_0,Fulwell / Sixth Cross Road,2020-04-16 12:48:42,2020-04-16 12:24:36,out,1
16444_490G00009538_2020-04-16_out_0,Mandeville Road,2020-04-16 12:54:49,2020-04-16 12:53:09,out,1
16440_490000048CV_2020-04-16_in_0,Turnham Green Church,2020-04-16 12:54:14,2020-04-16 12:43:48,in,1
16443_490001167S_2020-04-16_out_0,Kew Bridge Station,2020-04-16 12:50:43,2020-04-16 12:43:56,out,1
16444_490G00014954_2020-04-16_out_0,Worton Road,2020-04-16 12:53:03,2020-04-16 12:48:36,out,1
16436_490G00013181_2020-04-16_in_0,Teesdale Gardens,2020-04-16 12:54:12,2020-04-16 12:52:14,in,1
16436_490015029E_2020-04-16_in_0,Busch Corner,2020-04-16 12:53:24,2020-04-16 12:48:10,in,1
16442_490G00005937_2020-04-16_out_0,Dalling Road,2020-04-16 12:50:10,2020-04-16 12:48:20,out,1
16442_490011438E_2020-04-16_out_0,Ravenscourt Park Station,2020-04-16 12:51:05,2020-04-16 12:47:30,out,1
16442_490000097T_2020-04-16_out_0,Hammersmith Stn / H&C and Circle Lines,2020-04-16 12:53:47,2020-04-16 12:47:29,out,1
16768_490008009E_2020-04-16_in_0,Heath Road / Grove Avenue,2020-04-16 12:53:35,2020-04-16 12:52:45,in,1
16768_490013765N_2020-04-16_in_0,Trafalgar Road / Prince Of Wales,2020-04-16 12:54:46,2020-04-16 12:25:10,in,1
16768_490013865N_2020-04-16_in_0,The Prince Albert / Twickenham,2020-04-16 12:54:59,2020-04-16 12:52:50,in,1
16437_490007705F_2020-04-16_in_0,Hammersmith Bus Station,2020-04-16 12:54:16,2020-04-16 12:25:52,in,1
16768_490013869N_2020-04-16_in_0,Twickenham Green,2020-04-16 12:54:20,2020-04-16 12:52:57,in,1
16436_490014493N_2020-04-16_in_0,Twickenham Rd / West Middlesex Hospital,2020-04-16 12:55:05,2020-04-16 12:52:58,in,1
16442_490007239E_2020-04-16_out_0,Iffley Road,2020-04-16 12:52:33,2020-04-16 12:47:29,out,1
16442_490015588E_2020-04-16_out_0,Lamington Street,2020-04-16 12:52:36,2020-04-16 12:47:59,out,1
16450_490008512TH_2020-04-16_out_0,Isleworth War Memorial,2020-04-16 13:08:35,2020-04-16 12:59:35,out,1
16450_490G00014954_2020-04-16_out_0,Worton Road,2020-04-16 13:07:21,2020-04-16 13:00:06,out,1
16444_490014493N_2020-04-16_out_0,Twickenham Rd / West Middlesex Hospital,2020-04-16 12:55:42,2020-04-16 12:47:43,out,1
16444_490015029E_2020-04-16_out_0,Busch Corner,2020-04-16 12:58:28,2020-04-16 12:47:59,out,1
16444_490004635TD_2020-04-16_out_0,Park Road,2020-04-16 12:57:24,2020-04-16 12:47:56,out,1
16442_490007705F_2020-04-16_in_0,Hammersmith Bus Station,2020-04-16 13:10:25,2020-04-16 12:48:26,in,1
16450_490009961N1_2020-04-16_out_0,Woodstock Avenue,2020-04-16 13:04:53,2020-04-16 12:59:06,out,1
16450_490004635TD_2020-04-16_out_0,Park Road,2020-04-16 13:09:50,2020-04-16 12:52:23,out,1
16450_490G00008247_2020-04-16_out_0,Hill View Road,2020-04-16 13:02:28,2020-04-16 12:59:35,out,1
16450_490G00003804_2020-04-16_out_0,Beech Avenue,2020-04-16 13:11:53,2020-04-16 12:52:59,out,1
16444_490013141W_2020-04-16_out_0,Syon Lane,2020-04-16 12:58:01,2020-04-16 12:38:50,out,1
16450_490015029E_2020-04-16_out_0,Busch Corner,2020-04-16 13:10:50,2020-04-16 12:52:26,out,1
16450_490004296W_2020-04-16_out_0,Brent Lea,2020-04-16 13:12:16,2020-04-16 12:52:35,out,1
16437_490011438E_2020-04-16_in_0,Ravenscourt Park Station,2020-04-16 13:00:17,2020-04-16 12:59:49,in,1
16450_490008007T_2020-04-16_out_0,Heath Road / Twickenham,2020-04-16 12:56:22,2020-04-16 12:52:11,out,1
16440_490010687J_2020-04-16_in_0,Power Road,2020-04-16 12:57:31,2020-04-16 12:43:32,in,1
16436_490008512TH_2020-04-16_in_0,Isleworth War Memorial,2020-04-16 12:56:30,2020-04-16 12:52:04,in,1
16768_490G00007064_2020-04-16_in_0,Fulwell / Sixth Cross Road,2020-04-16 12:57:24,2020-04-16 12:52:44,in,1
16450_490013870E_2020-04-16_out_0,London Road / Twickenham,2020-04-16 12:59:56,2020-04-16 12:59:02,out,1
16443_490005423GG_2020-04-16_out_0,Clifton Gardens,2020-04-16 12:59:19,2020-04-16 12:59:11,out,1
16768_490012333E_2020-04-16_in_0,South Road / Fulwell,2020-04-16 12:57:39,2020-04-16 12:52:48,in,1
16436_490G00009538_2020-04-16_in_0,Mandeville Road,2020-04-16 12:55:47,2020-04-16 12:53:01,in,1
16437_490008801P_2020-04-16_in_0,Kings Mall Shopping Centre,2020-04-16 12:56:01,2020-04-16 12:27:26,in,1
16440_490006297B_2020-04-16_in_0,Watermans Centre,2020-04-16 13:01:56,2020-04-16 12:58:50,in,1
16443_490012521E_2020-04-16_out_0,Stamford Brook Bus Garage,2020-04-16 13:03:51,2020-04-16 12:47:31,out,1
16437_490012521E_2020-04-16_in_0,Stamford Brook Bus Garage,2020-04-16 13:03:32,2020-04-16 12:59:00,in,1
16440_490001167S_2020-04-16_in_0,Kew Bridge Station,2020-04-16 12:59:46,2020-04-16 12:59:03,in,1
16443_490007273M_2020-04-16_out_0,Goldhawk Road / Young's Corner,2020-04-16 13:04:28,2020-04-16 12:59:04,out,1
16437_490015027F_2020-04-16_in_0,Ravenscourt Park,2020-04-16 13:01:08,2020-04-16 12:59:20,in,1
16443_490013850OO_2020-04-16_out_0,Chiswick Lane,2020-04-16 13:01:54,2020-04-16 12:59:21,out,1
16450_490013861B_2020-04-16_out_0,Twickenham Station,2020-04-16 13:00:48,2020-04-16 13:00:09,out,1
16437_490G00007711_2020-04-16_in_0,Hammersmith Town Hall,2020-04-16 12:57:17,2020-04-16 12:27:28,in,1
16444_490G00004289_2020-04-16_out_0,Brentford County Court,2020-04-16 13:01:56,2020-04-16 13:00:11,out,1
16440_490004290Q_2020-04-16_in_0,Brentford Fountain Leisure Centre,2020-04-16 12:59:22,2020-04-16 12:44:05,in,1
16450_490014638E2_2020-04-16_out_0,Whitton Road,2020-04-16 13:02:07,2020-04-16 12:58:46,out,1
16444_490008690W_2020-04-16_out_0,The Musical Museum,2020-04-16 13:04:42,2020-04-16 13:00:08,out,1
16444_490004296W_2020-04-16_out_0,Brent Lea,2020-04-16 12:58:56,2020-04-16 12:38:20,out,1
16443_490G00005210_2020-04-16_out_0,Chiswick Police Station,2020-04-16 12:59:59,2020-04-16 12:59:47,out,1
16444_490004292G_2020-04-16_out_0,Market Place,2020-04-16 13:01:07,2020-04-16 12:59:57,out,1
16444_490G00003804_2020-04-16_out_0,Beech Avenue,2020-04-16 12:58:21,2020-04-16 12:38:48,out,1
16443_490000048CV_2020-04-16_out_0,Turnham Green Church,2020-04-16 12:57:42,2020-04-16 12:53:04,out,1
16443_490005211E_2020-04-16_out_0,Chiswick Road,2020-04-16 12:55:59,2020-04-16 12:47:27,out,1
16436_490009961S_2020-04-16_in_0,Mogden Lane,2020-04-16 12:59:40,2020-04-16 12:33:33,in,1
16436_490003580N_2020-04-16_in_0,Lynton Close,2020-04-16 12:58:50,2020-04-16 12:33:33,in,1
16440_490G00094B_2020-04-16_in_0,Gunnersbury Station,2020-04-16 12:56:34,2020-04-16 12:43:16,in,1
16436_490G00008247_2020-04-16_in_0,Hill View Road,2020-04-16 13:02:28,2020-04-16 12:33:34,in,1
16436_490005102S_2020-04-16_in_0,Chertsey Road,2020-04-16 13:01:49,2020-04-16 12:33:42,in,1
16436_490014638E2_2020-04-16_in_0,Whitton Road,2020-04-16 13:03:09,2020-04-16 12:33:43,in,1
