arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Hyde Park Corner Station,2020-04-05 15:01:23,14876_490000119T_2020-04-05_in_0,2020-04-05 15:00:43,in
True,The Design Museum,2020-04-02 17:22:54,14545_490005528Y_2020-04-02_out_7,2020-04-02 16:53:15,out
True,Aldwych / Somerset House,2020-04-02 19:19:51,15556_490003193R_2020-04-02_in_5,2020-04-02 19:19:05,in
True,Hammersmith Bus Station,2020-04-02 08:05:20,15556_490007705F_2020-04-02_out_0,2020-04-02 07:58:44,out
True,Piccadilly Circus,2020-04-01 21:38:24,14468_490000179B_2020-04-01_out_4,2020-04-01 21:33:11,out
True,Palace Gate,2020-04-02 10:14:30,14510_490010728E_2020-04-02_in_2,2020-04-02 09:51:17,in
True,Green Park Station,2020-03-25 15:36:10,14544_490000093PE_2020-03-25_in_0,2020-03-25 15:35:14,in
True,North End Road,2020-04-06 05:14:49,14462_490010357F_2020-04-06_in_0,2020-04-06 05:14:52,in
True,The Design Museum,2020-04-02 15:41:26,15364_490005528Y_2020-04-02_in_5,2020-04-02 15:40:44,in
True,High Street Kensington Station,2020-04-02 20:29:26,15451_490000110F_2020-04-02_out_9,2020-04-02 20:24:35,out
True,The Design Museum,2020-04-01 21:29:31,15448_490005528Y_2020-04-01_in_4,2020-04-01 21:27:12,in
True,Trafalgar Square,2020-04-02 12:12:34,15455_490013767S_2020-04-02_out_4,2020-04-02 12:10:43,out
True,Piccadilly Circus,2020-04-01 17:53:48,15459_490000179B_2020-04-01_in_2,2020-04-01 17:28:10,in
True,High Street Kensington Station,2020-03-18 16:56:00,15450_490000110F_2020-03-18_in_0,2020-03-18 16:38:08,in
True,High Street Kensington Station,2020-03-27 08:32:40,15457_490000110F_2020-03-27_out_0,2020-03-27 08:13:40,out
True,Holland Road,2020-03-11 14:40:50,14575_490008287E_2020-03-11_out_0,2020-03-11 14:21:17,out
True,Latymer Court,2020-04-01 14:46:56,14876_490008990Q_2020-04-01_in_1,2020-04-01 14:45:41,in
True,Green Park / Constitution Hill,2020-04-02 18:39:32,14510_490G00007492_2020-04-02_in_6,2020-04-02 18:36:35,in
True,Knightsbridge Station  / Harrods,2020-03-11 10:58:29,15447_490000130KE_2020-03-11_in_0,2020-03-11 10:51:45,in
True,Latymer Court,2020-03-10 10:15:06,14558_490008990Q_2020-03-10_in_0,2020-03-10 10:11:04,in
True,Rutland Gardens,2020-03-19 10:23:03,15446_490011822E_2020-03-19_out_0,2020-03-19 10:23:23,out
True,Green Park / Constitution Hill,2020-04-01 11:13:46,15055_490G00007492_2020-04-01_in_0,2020-04-01 11:09:41,in
True,Old Park Lane / Hard Rock Cafe,2020-04-05 18:06:05,15448_490010574C_2020-04-05_out_1,2020-04-05 17:48:42,out
True,Old Park Lane / Hard Rock Cafe,2020-04-02 17:07:20,15447_490010574C_2020-04-02_out_5,2020-04-02 16:48:42,out
True,Knightsbridge Station  / Harrods,2020-03-25 15:13:04,15455_490000130KE_2020-03-25_out_0,2020-03-25 15:09:42,out
True,The Design Museum,2020-04-02 09:50:39,15459_490005528Y_2020-04-02_in_1,2020-04-02 09:50:45,in
True,Kensington Palace,2020-03-30 06:39:05,14361_490G00011761_2020-03-30_out_0,2020-03-30 06:32:41,out
True,Aldwych / Somerset House,2020-04-02 17:18:10,15556_490003193R_2020-04-02_in_4,2020-04-02 16:48:42,in
True,Prince Of Wales Gate,2020-04-06 04:48:05,14511_490011198W_2020-04-06_in_0,2020-04-06 04:36:47,in
True,Hammersmith Bus Station,2020-04-02 10:20:09,14545_490007705F_2020-04-02_in_2,2020-04-02 09:50:44,in
True,Phillimore Gardens,2020-04-06 05:05:29,15556_490010984T_2020-04-06_out_0,2020-04-06 05:05:39,out
True,Regent Street / St James's,2020-04-01 11:54:01,14523_490G00011516_2020-04-01_in_0,2020-04-01 11:27:12,in
True,Hyde Park Corner Station,2020-04-01 10:13:03,14876_490000119T_2020-04-01_in_0,2020-04-01 10:06:15,in
True,Royal Albert Hall,2020-04-01 17:16:16,15454_490011750W_2020-04-01_out_2,2020-04-01 17:09:48,out
True,Knightsbridge Station  / Harrods,2020-04-02 09:25:59,14537_490000130KE_2020-04-02_out_1,2020-04-02 09:16:44,out
True,Hyde Park Corner Station,2020-03-25 15:03:05,15459_490000119T_2020-03-25_in_0,2020-03-25 14:49:10,in
True,Charing Cross Station,2020-03-19 11:55:44,15582_490013766H_2020-03-19_in_0,2020-03-19 11:39:11,in
True,Southampton Street / Covent Garden,2020-04-01 15:43:26,14523_490G00012247_2020-04-01_out_1,2020-04-01 15:42:42,out
True,Old Bond Street / Royal Academy,2020-03-11 12:04:42,14552_490010526G_2020-03-11_in_0,2020-03-11 11:41:16,in
True,Royal Albert Hall,2020-04-02 21:50:17,14510_490011750W_2020-04-02_out_6,2020-04-02 21:46:07,out
True,Warwick Gardens,2020-04-02 19:26:31,15452_490003106E_2020-04-02_out_7,2020-04-02 18:57:35,out
True,Aldwych / Drury Lane,2020-04-02 10:18:10,15556_490019703E_2020-04-02_out_1,2020-04-02 09:50:44,out
True,Royal Albert Hall,2020-04-01 19:01:10,15459_490011750W_2020-04-01_out_2,2020-04-01 18:57:12,out
True,Old Park Lane / Hard Rock Cafe,2020-04-01 19:41:12,14468_490010574C_2020-04-01_out_4,2020-04-01 19:12:10,out
True,Royal Albert Hall,2020-04-02 15:56:25,14558_490011750W_2020-04-02_in_6,2020-04-02 15:50:43,in
True,Phillimore Gardens,2020-03-19 12:06:58,15455_490010984T_2020-03-19_in_0,2020-03-19 12:01:41,in
True,Old Park Lane / Hard Rock Cafe,2020-03-31 08:43:54,14516_490010574C_2020-03-31_out_1,2020-03-31 08:20:09,out
True,Haymarket / Jermyn Street,2020-04-02 07:26:50,15459_490007960R_2020-04-02_out_0,2020-04-02 07:22:43,out
True,Royal Albert Hall,2020-04-02 14:55:00,15456_490011750W_2020-04-02_in_0,2020-04-02 14:30:44,in
True,Palace Gate,2020-04-02 07:55:02,14558_490010728E_2020-04-02_in_1,2020-04-02 07:46:45,in
True,Hyde Park Corner Station,2020-03-18 17:26:46,15364_490000119T_2020-03-18_out_0,2020-03-18 17:15:11,out
True,Old Bond Street / Royal Academy,2020-04-02 16:40:33,15556_490010526G_2020-04-02_out_5,2020-04-02 16:37:16,out
True,Brook Green,2020-03-25 15:03:06,15447_490004455BB_2020-03-25_out_0,2020-03-25 14:41:37,out
True,Brook Green,2020-04-02 15:06:37,15456_490004455BB_2020-04-02_in_0,2020-04-02 15:04:43,in
True,Southampton Street / Covent Garden,2020-04-01 11:37:50,14876_490G00012247_2020-04-01_out_0,2020-04-01 11:36:42,out
True,Trafalgar Square,2020-04-02 05:43:07,15451_490013767S_2020-04-02_in_0,2020-04-02 05:42:43,in
True,Hyde Park Corner Station,2020-04-01 14:29:13,14576_490000119T_2020-04-01_out_1,2020-04-01 14:27:09,out
True,Warwick Gardens,2020-04-02 07:12:09,14537_490003106E_2020-04-02_in_0,2020-04-02 07:10:44,in
True,Piccadilly Circus,2020-04-02 09:20:23,14545_490000179B_2020-04-02_out_1,2020-04-02 09:19:16,out
True,Aldwych / Somerset House,2020-04-01 15:26:10,15055_490003193R_2020-04-01_in_1,2020-04-01 14:56:39,in
True,Queen's Gate,2020-04-01 18:24:55,15561_490G00019923_2020-04-01_out_2,2020-04-01 18:21:12,out
True,Prince Of Wales Gate,2020-03-28 07:30:10,15364_490011198W_2020-03-28_out_0,2020-03-28 07:09:11,out
True,Hyde Park Corner Station,2020-04-02 20:48:51,15452_490000119T_2020-04-02_in_6,2020-04-02 20:45:35,in
True,Kensington Olympia Station,2020-04-01 18:13:07,15455_490008652C_2020-04-01_in_1,2020-04-01 18:06:41,in
True,Exhibition Road,2020-04-01 14:45:34,14516_490006691W_2020-04-01_in_1,2020-04-01 14:45:09,in
True,Hammersmith Bus Station,2020-04-02 09:19:39,14552_490007705F_2020-04-02_out_1,2020-04-02 09:18:44,out
True,Exhibition Road,2020-03-19 11:10:45,14576_490006691W_2020-03-19_in_0,2020-03-19 10:45:39,in
True,Royal Albert Hall,2020-03-11 10:46:50,15012_490011750W_2020-03-11_out_0,2020-03-11 10:38:20,out
True,Savoy Street,2020-04-02 16:35:16,14537_490011938U_2020-04-02_in_6,2020-04-02 16:34:43,in
True,Old Park Lane / Hard Rock Cafe,2020-04-01 13:51:01,15455_490010574C_2020-04-01_out_0,2020-04-01 13:44:40,out
True,Old Park Lane / Hard Rock Cafe,2020-04-02 12:25:02,15451_490010574C_2020-04-02_out_5,2020-04-02 12:25:14,out
True,Green Park / Constitution Hill,2020-03-27 09:35:41,15460_490G00007492_2020-03-27_in_0,2020-03-27 09:06:09,in
True,Holland Road,2020-04-02 06:43:52,15364_490008287E_2020-04-02_out_0,2020-04-02 06:43:15,out
True,North End Road,2020-04-02 12:19:00,14545_490010357F_2020-04-02_in_4,2020-04-02 12:16:43,in
True,Aldwych / Drury Lane,2020-04-01 15:50:31,14575_490019703E_2020-04-01_out_1,2020-04-01 15:45:40,out
True,Kensington Palace,2020-04-01 15:53:51,14516_490G00011761_2020-04-01_out_1,2020-04-01 15:45:09,out
True,Phillimore Gardens,2020-03-31 07:02:06,14516_490010984T_2020-03-31_out_0,2020-03-31 07:01:10,out
True,Warwick Gardens,2020-04-02 06:52:52,15561_490003106E_2020-04-02_out_0,2020-04-02 06:49:15,out
True,Brook Green,2020-04-01 15:10:15,14523_490004455BB_2020-04-01_out_1,2020-04-01 15:10:08,out
True,Old Bond Street / Royal Academy,2020-04-05 14:56:28,15454_490010526G_2020-04-05_out_0,2020-04-05 14:55:16,out
True,Old Bond Street / Royal Academy,2020-04-02 09:59:32,15455_490010526G_2020-04-02_out_3,2020-04-02 09:55:16,out
True,Prince Of Wales Gate,2020-04-02 15:31:07,15364_490011198W_2020-04-02_in_4,2020-04-02 15:30:43,in
True,Latymer Court,2020-04-02 12:15:43,15561_490008990Q_2020-04-02_out_4,2020-04-02 12:13:16,out
True,Warwick Gardens,2020-04-02 09:01:51,14545_490003106E_2020-04-02_out_1,2020-04-02 08:56:43,out
True,Bedford Street,2020-03-25 15:43:35,15012_490G00003112_2020-03-25_in_0,2020-03-25 15:16:32,in
True,Kensington Palace,2020-04-01 20:41:26,14530_490G00011761_2020-04-01_out_4,2020-04-01 20:39:42,out
True,Old Park Lane / Hard Rock Cafe,2020-03-27 09:17:23,14510_490010574C_2020-03-27_out_0,2020-03-27 09:14:31,out
True,Trafalgar Square,2020-04-02 16:15:32,14545_490013767S_2020-04-02_in_5,2020-04-02 16:11:15,in
True,Hyde Park Corner Station,2020-04-02 09:55:14,15455_490000119T_2020-04-02_out_2,2020-04-02 09:54:43,out
True,High Street Kensington Station,2020-04-01 23:08:43,15448_490000110F_2020-04-01_in_5,2020-04-01 23:06:10,in
True,Exhibition Road,2020-03-10 10:36:12,15453_490006691W_2020-03-10_in_0,2020-03-10 10:33:10,in
True,Queen's Gate,2020-03-31 07:40:17,14462_490G00019923_2020-03-31_out_0,2020-03-31 07:40:10,out
True,Knightsbridge Station  / Harrods,2020-03-10 10:57:59,14537_490000130KE_2020-03-10_out_0,2020-03-10 10:56:28,out
True,Green Park Station,2020-03-31 08:27:00,14552_490000093PE_2020-03-31_in_1,2020-03-31 07:57:40,in
True,Hyde Park Corner Station,2020-04-02 07:33:56,14545_490000119T_2020-04-02_out_0,2020-04-02 07:07:14,out
True,Savoy Street,2020-04-06 05:39:25,15556_490011938U_2020-04-06_in_0,2020-04-06 05:39:11,in
True,Southampton Street / Covent Garden,2020-04-02 10:45:32,14558_490G00012247_2020-04-02_out_2,2020-04-02 10:29:19,out
True,Prince Of Wales Gate,2020-03-10 11:43:21,15582_490011198W_2020-03-10_in_0,2020-03-10 11:22:57,in
True,Royal Albert Hall,2020-04-02 15:32:42,15364_490011750W_2020-04-02_in_4,2020-04-02 15:31:16,in
True,Piccadilly Circus,2020-04-02 05:17:28,15451_490000179B_2020-04-02_out_0,2020-04-02 04:48:43,out
True,Hyde Park Corner Station,2020-04-01 15:16:07,14361_490000119T_2020-04-01_in_1,2020-04-01 15:15:09,in
True,High Street Kensington Station,2020-04-02 19:28:20,14552_490000110F_2020-04-02_out_6,2020-04-02 19:28:06,out
True,Kensington Olympia Station,2020-04-01 17:35:27,14876_490008652C_2020-04-01_out_2,2020-04-01 17:33:10,out
True,Holland Road,2020-04-01 17:58:32,14516_490008287E_2020-04-01_out_2,2020-04-01 17:28:40,out
True,Knightsbridge Barracks,2020-04-01 20:38:00,14876_490011822W_2020-04-01_in_3,2020-04-01 20:36:42,in
True,Phillimore Gardens,2020-03-31 06:54:22,15446_490010984T_2020-03-31_out_0,2020-03-31 06:54:10,out
True,Charing Cross Station,2020-04-02 19:15:25,15455_490013766H_2020-04-02_in_5,2020-04-02 19:12:36,in
True,Knightsbridge Barracks,2020-04-02 18:02:32,15447_490011822W_2020-04-02_in_5,2020-04-02 18:00:36,in
True,Knightsbridge Station  / Harrods,2020-04-02 08:36:25,14552_490000130KE_2020-04-02_in_0,2020-04-02 08:36:42,in
True,The Design Museum,2020-04-02 11:54:16,15447_490005528Y_2020-04-02_in_2,2020-04-02 11:52:46,in
True,Knightsbridge Station  / Harrods,2020-04-01 10:50:38,14544_490000130KE_2020-04-01_in_0,2020-04-01 10:50:35,in
True,North End Road,2020-04-01 11:30:05,15448_490010357F_2020-04-01_in_0,2020-04-01 11:30:09,in
True,Hyde Park Corner Station,2020-03-31 07:53:39,15448_490000119T_2020-03-31_out_0,2020-03-31 07:24:40,out
True,North End Road,2020-03-19 10:39:04,15458_490010357F_2020-03-19_out_0,2020-03-19 10:23:21,out
True,Kensington Palace,2020-04-01 17:03:13,14516_490G00011761_2020-04-01_in_2,2020-04-01 17:02:42,in
True,Rutland Gardens,2020-04-02 06:30:17,15451_490011822E_2020-04-02_out_1,2020-04-02 06:28:44,out
True,Holland Road,2020-04-01 17:36:42,14876_490008287E_2020-04-01_out_3,2020-04-01 17:36:09,out
True,North End Road,2020-03-31 07:33:30,14462_490010357F_2020-03-31_out_0,2020-03-31 07:33:39,out
True,Royal Albert Hall,2020-04-02 09:06:33,14545_490011750W_2020-04-02_out_1,2020-04-02 08:36:44,out
True,Warwick Gardens,2020-04-02 09:16:59,14537_490003106E_2020-04-02_out_2,2020-04-02 09:16:43,out
True,Charing Cross Station,2020-04-02 20:25:48,15456_490013766H_2020-04-02_in_3,2020-04-02 20:25:07,in
True,Piccadilly Circus,2020-03-30 06:35:11,15458_490000179B_2020-03-30_out_0,2020-03-30 06:33:41,out
True,Phillimore Gardens,2020-03-29 10:01:31,14510_490010984T_2020-03-29_out_0,2020-03-29 09:43:11,out
True,Kensington Olympia Station,2020-03-31 07:52:05,15446_490008652C_2020-03-31_in_0,2020-03-31 07:51:40,in
True,Brook Green,2020-04-01 17:48:35,15364_490004455BB_2020-04-01_out_0,2020-04-01 17:20:40,out
True,Latymer Court,2020-04-02 07:32:50,14537_490008990Q_2020-04-02_out_0,2020-04-02 07:30:44,out
True,Green Park / Constitution Hill,2020-04-02 11:14:18,15561_490G00007492_2020-04-02_in_2,2020-04-02 11:12:43,in
True,Kensington Olympia Station,2020-04-01 17:40:16,14544_490008652C_2020-04-01_in_2,2020-04-01 17:39:40,in
True,Green Park / Constitution Hill,2020-04-02 19:22:48,15455_490G00007492_2020-04-02_in_6,2020-04-02 19:21:35,in
True,High Street Kensington Station,2020-04-02 13:23:38,15364_490000110F_2020-04-02_in_3,2020-04-02 13:18:43,in
True,Knightsbridge Station  / Harrods,2020-03-10 11:35:23,15453_490000130KE_2020-03-10_out_0,2020-03-10 11:22:59,out
True,Green Park Station,2020-04-01 18:13:19,15454_490000093PE_2020-04-01_in_2,2020-04-01 18:12:41,in
True,Green Park Station,2020-04-02 22:12:40,15452_490000093PE_2020-04-02_in_6,2020-04-02 22:12:33,in
True,Aldwych / Drury Lane,2020-03-27 09:00:37,15449_490019703E_2020-03-27_out_0,2020-03-27 08:36:11,out
True,Prince Of Wales Gate,2020-04-01 15:27:38,14576_490011198W_2020-04-01_in_1,2020-04-01 15:19:45,in
True,Trafalgar Square,2020-03-31 07:02:37,15459_490013767S_2020-03-31_out_0,2020-03-31 07:02:10,out
True,Phillimore Gardens,2020-03-27 09:13:45,14468_490010984T_2020-03-27_out_0,2020-03-27 09:11:42,out
True,Warwick Gardens,2020-03-27 09:01:33,15459_490003106E_2020-03-27_in_0,2020-03-27 08:37:10,in
True,High Street Kensington Station,2020-04-01 11:02:17,14575_490000110F_2020-04-01_out_0,2020-04-01 11:02:09,out
True,Trafalgar Square,2020-04-02 16:50:36,15451_490013767S_2020-04-02_out_5,2020-04-02 16:50:43,out
True,North End Road,2020-04-02 13:54:16,14558_490010357F_2020-04-02_in_5,2020-04-02 13:46:43,in
True,Bedford Street,2020-04-01 15:51:00,14530_490G00003112_2020-04-01_in_1,2020-04-01 15:34:11,in
True,Kensington Palace,2020-04-02 19:35:33,15455_490G00011761_2020-04-02_in_5,2020-04-02 19:33:36,in
True,Prince Of Wales Gate,2020-04-01 18:57:01,15457_490011198W_2020-04-01_in_2,2020-04-01 18:54:41,in
True,Charing Cross Stn / Trafalgar Square,2020-04-02 15:49:57,14510_490013766E_2020-04-02_out_5,2020-04-02 15:46:43,out
True,Holland Road,2020-04-02 09:41:50,15455_490008287E_2020-04-02_out_2,2020-04-02 09:14:44,out
True,Hammersmith Bus Station,2020-03-11 11:19:35,15447_490007705F_2020-03-11_in_0,2020-03-11 10:51:09,in
True,The Design Museum,2020-03-11 14:57:25,15556_490005528Y_2020-03-11_out_0,2020-03-11 14:27:41,out
True,The Design Museum,2020-04-02 10:48:18,15452_490005528Y_2020-04-02_out_2,2020-04-02 10:28:45,out
True,Trafalgar Square,2020-03-30 06:52:33,14361_490013767S_2020-03-30_out_0,2020-03-30 06:32:41,out
True,Royal Albert Hall,2020-04-02 07:06:50,14537_490011750W_2020-04-02_in_0,2020-04-02 07:06:42,in
True,North End Road,2020-04-01 18:42:39,14468_490010357F_2020-04-01_in_2,2020-04-01 18:42:11,in
True,Kensington Palace,2020-03-10 11:51:18,15561_490G00011761_2020-03-10_out_0,2020-03-10 11:22:58,out
True,Old Bond Street / Royal Academy,2020-03-25 15:25:55,14361_490010526G_2020-03-25_in_0,2020-03-25 15:21:05,in
True,High Street Kensington Station,2020-04-02 17:00:47,14537_490000110F_2020-04-02_in_6,2020-04-02 16:46:42,in
True,Royal Albert Hall,2020-03-27 09:12:51,15582_490011750W_2020-03-27_in_0,2020-03-27 09:12:18,in
True,Holland Road,2020-03-27 08:43:12,15460_490008287E_2020-03-27_out_0,2020-03-27 08:41:09,out
True,Exhibition Road,2020-04-02 18:47:17,14510_490006691W_2020-04-02_in_6,2020-04-02 18:46:05,in
True,Hammersmith Bus Station,2020-04-01 13:31:20,15455_490007705F_2020-04-01_out_0,2020-04-01 13:17:11,out
True,Hammersmith Bus Station,2020-04-02 18:52:00,15447_490007705F_2020-04-02_out_5,2020-04-02 18:25:07,out
True,Knightsbridge Barracks,2020-03-19 12:04:35,14361_490011822W_2020-03-19_in_0,2020-03-19 11:37:12,in
True,Piccadilly Circus,2020-04-02 14:26:51,15556_490000179B_2020-04-02_out_4,2020-04-02 14:04:43,out
True,Knightsbridge Barracks,2020-04-01 15:27:20,14576_490011822W_2020-04-01_in_1,2020-04-01 15:18:09,in
True,Royal Albert Hall,2020-04-02 19:33:33,15452_490011750W_2020-04-02_out_5,2020-04-02 19:07:07,out
True,North End Road,2020-04-01 17:49:19,14361_490010357F_2020-04-01_in_2,2020-04-01 17:39:40,in
True,Warwick Gardens,2020-04-02 21:40:21,14530_490003106E_2020-04-02_out_0,2020-04-02 21:40:06,out
True,Royal Albert Hall,2020-04-02 23:04:14,15451_490011750W_2020-04-02_in_9,2020-04-02 23:00:34,in
True,Knightsbridge Barracks,2020-04-05 18:11:53,15582_490011822W_2020-04-05_in_0,2020-04-05 17:46:45,in
True,Hammersmith Broadway,2020-04-02 11:45:40,14558_490007704QA_2020-04-02_in_4,2020-04-02 11:17:16,in
True,Brook Green,2020-03-30 06:40:17,14537_490004455BB_2020-03-30_out_0,2020-03-30 06:20:45,out
True,Haymarket / Jermyn Street,2020-03-28 07:01:10,14545_490007960R_2020-03-28_out_0,2020-03-28 06:55:09,out
True,Kensington Palace,2020-04-02 08:35:43,14537_490G00011761_2020-04-02_in_1,2020-04-02 08:32:46,in
True,Kensington Palace,2020-03-11 11:05:37,15447_490G00011761_2020-03-11_in_0,2020-03-11 10:51:10,in
True,Aldwych / Somerset House,2020-04-02 11:47:10,14545_490003193R_2020-04-02_in_3,2020-04-02 11:18:42,in
True,The Design Museum,2020-04-01 16:20:53,14361_490005528Y_2020-04-01_out_1,2020-04-01 16:13:08,out
True,Brook Green,2020-04-02 16:09:58,15551_490004455BB_2020-04-02_out_5,2020-04-02 16:08:42,out
True,Rutland Gardens,2020-03-30 06:28:20,15458_490011822E_2020-03-30_out_0,2020-03-30 06:23:33,out
True,Old Park Lane / Hard Rock Cafe,2020-04-02 12:59:45,15453_490010574C_2020-04-02_out_1,2020-04-02 12:54:42,out
True,Piccadilly Circus,2020-04-01 11:36:58,15454_490000179B_2020-04-01_in_0,2020-04-01 11:36:42,in
True,Trafalgar Square,2020-03-10 11:25:59,15582_490013767S_2020-03-10_in_0,2020-03-10 11:22:57,in
True,Green Park Station,2020-04-02 11:54:48,14545_490000093PE_2020-04-02_in_4,2020-04-02 11:54:42,in
True,Palace Gate,2020-04-02 10:53:01,15452_490010728E_2020-04-02_out_2,2020-04-02 10:28:46,out
True,Green Park / Constitution Hill,2020-04-01 22:16:18,14468_490G00007492_2020-04-01_in_4,2020-04-01 22:06:11,in
True,Hammersmith Bus Station,2020-04-02 12:47:11,14537_490007705F_2020-04-02_in_3,2020-04-02 12:47:16,in
True,Trafalgar Square,2020-03-11 11:54:29,14537_490013767S_2020-03-11_out_0,2020-03-11 11:39:01,out
True,Hyde Park Corner Station,2020-04-01 16:11:36,15454_490000119T_2020-04-01_in_1,2020-04-01 16:11:41,in
True,Kensington Olympia Station,2020-04-02 19:53:48,15452_490008652C_2020-04-02_out_7,2020-04-02 19:52:07,out
True,Kensington Palace,2020-03-11 10:43:02,15012_490G00011761_2020-03-11_out_0,2020-03-11 10:38:19,out
True,Royal Albert Hall,2020-04-02 11:59:30,15556_490011750W_2020-04-02_out_3,2020-04-02 11:54:44,out
True,Hammersmith Broadway,2020-04-01 21:08:48,14516_490007704QA_2020-04-01_in_4,2020-04-01 21:06:12,in
True,Exhibition Road,2020-03-29 09:50:32,15582_490006691W_2020-03-29_in_0,2020-03-29 09:43:40,in
True,Palace Gate,2020-04-01 20:19:23,15454_490010728E_2020-04-01_in_3,2020-04-01 20:15:43,in
True,Exhibition Road,2020-03-31 08:26:22,14462_490006691W_2020-03-31_in_0,2020-03-31 08:21:40,in
True,Aldwych / Somerset House,2020-03-28 07:14:47,14545_490003193R_2020-03-28_in_0,2020-03-28 07:14:08,in
True,Phillimore Gardens,2020-04-01 11:01:02,14544_490010984T_2020-04-01_in_0,2020-04-01 11:01:09,in
True,Holland Road,2020-03-30 07:00:18,15451_490008287E_2020-03-30_out_0,2020-03-30 06:31:09,out
True,Palace Gate,2020-03-30 06:09:35,15448_490010728E_2020-03-30_out_0,2020-03-30 06:06:40,out
True,Piccadilly Circus,2020-04-01 21:59:11,14575_490000179B_2020-04-01_out_4,2020-04-01 21:54:11,out
True,Hyde Park Corner Station,2020-04-02 21:49:15,14530_490000119T_2020-04-02_out_0,2020-04-02 21:45:34,out
True,Knightsbridge Barracks,2020-03-19 10:50:55,14537_490011822W_2020-03-19_in_0,2020-03-19 10:23:21,in
True,Old Park Lane / Hard Rock Cafe,2020-04-02 11:14:15,14510_490010574C_2020-04-02_out_2,2020-04-02 11:10:42,out
True,North End Road,2020-04-01 10:46:17,14468_490010357F_2020-04-01_out_0,2020-04-01 10:45:08,out
True,Kensington Palace,2020-03-27 09:16:17,14468_490G00011761_2020-03-27_out_0,2020-03-27 09:07:40,out
