arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Putney Bridge Stn  / Gonville Street,2020-04-05 15:34:05,8680_490015157V_2020-04-05_out_0,2020-04-05 15:20:46,out
True,Hortensia Road,2020-04-06 05:44:08,8939_490008380HC_2020-04-06_out_0,2020-04-06 05:38:40,out
True,Munster Road,2020-04-05 15:55:54,8919_490010123W2_2020-04-05_in_0,2020-04-05 15:54:48,in
True,Putney Exchange,2020-04-06 02:04:18,8602_490011286M_2020-04-06_out_0,2020-04-06 01:57:52,out
True,Green Park Station,2020-04-02 15:22:11,8931_490000093PE_2020-04-02_in_1,2020-04-02 15:12:45,in
True,Trocadero / Haymarket,2020-04-02 13:29:14,8917_490011791K_2020-04-02_out_0,2020-04-02 13:18:44,out
True,Munster Road,2020-04-05 18:06:20,7558_490010123W2_2020-04-05_in_1,2020-04-05 17:57:18,in
True,South Kensington Station,2020-04-06 05:15:01,7545_490000212E_2020-04-06_in_0,2020-04-06 05:14:54,in
True,Fulham Broadway,2020-04-05 15:43:41,8922_490008547E_2020-04-05_out_0,2020-04-05 15:43:18,out
True,Victoria and Albert Museum,2020-04-02 16:15:59,7558_490G00004436_2020-04-02_out_1,2020-04-02 16:07:18,out
True,Royal Brompton Hosp / Royal Marsden Hosp,2020-04-02 19:25:58,7548_490015421S_2020-04-02_out_2,2020-04-02 19:21:36,out
True,Parsons Green Lane / Fulham Library,2020-04-02 12:38:16,8915_490G000699_2020-04-02_in_3,2020-04-02 12:30:45,in
True,Radipole Road,2020-04-06 09:02:44,9317_490011385W_2020-04-06_out_0,2020-04-06 09:02:35,out
True,Gerrard Place / Chinatown,2020-04-02 13:40:43,8880_490016425WA_2020-04-02_in_2,2020-04-02 13:14:46,in
True,Brompton Square,2020-04-02 16:03:09,9791_490004437W_2020-04-02_out_1,2020-04-02 16:00:44,out
True,Edith Grove,2020-04-06 04:50:39,8919_490G00006437_2020-04-06_out_1,2020-04-06 04:30:06,out
True,Munster Road,2020-04-02 10:44:26,7987_490010123W2_2020-04-02_in_0,2020-04-02 10:36:46,in
True,Edith Grove,2020-04-02 19:27:56,7548_490G00006437_2020-04-02_out_2,2020-04-02 19:27:37,out
True,Hortensia Road,2020-04-02 06:20:47,8920_490008380HC_2020-04-02_in_1,2020-04-02 06:20:46,in
True,Tottenham Court Road Station,2020-04-02 10:37:57,8916_490G00235E_2020-04-02_out_2,2020-04-02 10:36:46,out
True,Edith Grove,2020-04-05 15:05:24,7558_490G00006437_2020-04-05_in_0,2020-04-05 14:58:45,in
True,Old Bond Street / Royal Academy,2020-04-02 15:37:00,8917_490G00010526_2020-04-02_in_1,2020-04-02 15:35:17,in
True,Fulham Road / Beaufort Street,2020-04-02 21:43:19,7548_490G00003726_2020-04-02_out_1,2020-04-02 21:43:09,out
True,Old Park Lane / Hard Rock Cafe,2020-04-02 06:07:36,8915_490010574D_2020-04-02_in_0,2020-04-02 06:07:16,in
True,Green Park Station,2020-04-02 09:49:19,8915_490000093PE_2020-04-02_in_1,2020-04-02 09:34:45,in
True,Fulham Broadway Station,2020-04-02 05:54:06,8915_490000084M_2020-04-02_in_0,2020-04-02 05:52:45,in
True,Munster Road,2020-04-05 16:40:30,8922_490010123W2_2020-04-05_in_0,2020-04-05 16:23:19,in
True,Brompton Square,2020-04-06 02:33:16,8919_490004437W_2020-04-06_in_0,2020-04-06 02:31:26,in
True,Old Church Street,2020-04-05 18:24:59,8915_490006514N_2020-04-05_out_1,2020-04-05 17:56:47,out
True,Trocadero / Haymarket,2020-04-02 12:26:02,8594_490011791K_2020-04-02_out_0,2020-04-02 12:24:45,out
True,Green Park Station,2020-04-05 18:05:35,8680_490000093PE_2020-04-05_out_1,2020-04-05 17:58:43,out
True,Fulham Palace Road,2020-04-02 13:30:00,7558_490007054W_2020-04-02_out_0,2020-04-02 13:10:48,out
True,Montague Street,2020-04-02 06:14:56,8916_490011816N_2020-04-02_in_0,2020-04-02 06:07:16,in
True,Old Park Lane / Hard Rock Cafe,2020-04-02 12:24:46,8940_490010574D_2020-04-02_in_3,2020-04-02 12:24:45,in
True,South Kensington Station,2020-04-02 13:58:46,7987_490000212E_2020-04-02_in_1,2020-04-02 13:58:45,in
True,Parsons Green Lane / Fulham Library,2020-04-02 12:43:05,7987_490G000699_2020-04-02_out_0,2020-04-02 12:28:45,out
True,Hyde Park Corner Station,2020-04-05 18:08:47,8696_490000119T_2020-04-05_in_1,2020-04-05 17:59:16,in
True,Parsons Green Lane / Fulham Library,2020-04-05 17:55:34,8678_490G000699_2020-04-05_in_0,2020-04-05 17:48:45,in
True,Old Church Street,2020-04-05 18:05:31,8678_490006514N_2020-04-05_in_1,2020-04-05 17:58:44,in
True,Lytton Grove,2020-04-05 16:29:29,8922_490012340N_2020-04-05_in_0,2020-04-05 16:02:44,in
True,Radipole Road,2020-04-02 13:04:58,8880_490011385W_2020-04-02_in_2,2020-04-02 12:44:49,in
True,Putney Heath / Green Man,2020-04-05 14:47:22,7998_490G00011285_2020-04-05_out_0,2020-04-05 14:47:48,out
True,Chelsea Football Club,2020-04-02 08:55:40,8695_490005069E_2020-04-02_out_1,2020-04-02 08:55:15,out
True,Onslow Square,2020-04-05 17:58:50,8696_490G00010603_2020-04-05_in_1,2020-04-05 17:58:45,in
True,Chelsea and Westminster Hospital,2020-04-02 13:17:18,7558_490005062HF_2020-04-02_out_0,2020-04-02 13:17:18,out
True,South Kensington Station,2020-04-02 19:22:41,7548_490000212E_2020-04-02_out_1,2020-04-02 19:22:09,out
True,Putney Exchange,2020-04-02 20:16:49,7548_490011286M_2020-04-02_in_1,2020-04-02 20:15:35,in
True,Brompton Square,2020-04-05 18:12:17,8680_490004437W_2020-04-05_out_1,2020-04-05 17:49:16,out
True,Radipole Road,2020-04-02 12:23:17,8916_490011385W_2020-04-02_in_2,2020-04-02 12:15:18,in
True,St John's Avenue,2020-04-02 15:10:35,8940_490G00004634_2020-04-02_in_3,2020-04-02 15:10:46,in
True,Victoria and Albert Museum,2020-04-02 07:30:49,8916_490G00004436_2020-04-02_in_1,2020-04-02 07:26:44,in
True,South Kensington Station,2020-04-02 11:02:30,7987_490000212E_2020-04-02_in_0,2020-04-02 10:36:44,in
True,Royal Brompton Hosp / Royal Marsden Hosp,2020-04-05 15:12:47,8680_490015421S_2020-04-05_out_0,2020-04-05 15:10:44,out
True,Denmark Street,2020-04-02 05:49:02,8940_490004695A_2020-04-02_in_0,2020-04-02 05:49:18,in
True,Knightsbridge Station  / Harrods,2020-04-02 13:11:50,7548_490000130KC_2020-04-02_out_0,2020-04-02 13:10:47,out
True,Brompton Square,2020-04-02 08:10:00,8880_490004437W_2020-04-02_in_0,2020-04-02 08:05:18,in
True,Fulham Broadway,2020-04-06 01:40:55,8919_490008547E_2020-04-06_out_0,2020-04-06 01:40:25,out
True,Gerrard Place / Chinatown,2020-04-02 16:14:51,8915_490016425WA_2020-04-02_in_3,2020-04-02 16:11:18,in
True,Chelsea Football Club,2020-04-02 14:39:04,8919_490005069E_2020-04-02_out_1,2020-04-02 14:36:44,out
True,St John's Avenue,2020-04-02 06:55:04,8940_490G00004634_2020-04-02_in_1,2020-04-02 06:26:46,in
True,Harrods,2020-04-06 07:45:48,8926_490007841KB_2020-04-06_in_0,2020-04-06 07:26:32,in
True,Cambridge Circus,2020-04-02 21:24:21,7548_490004695D_2020-04-02_out_2,2020-04-02 21:24:36,out
True,Putney Station,2020-04-06 06:20:46,7948_490001231B_2020-04-06_in_1,2020-04-06 05:51:17,in
True,Radipole Road,2020-04-02 13:55:24,8917_490011385W_2020-04-02_out_0,2020-04-02 13:46:43,out
True,Fulham High Street / New Kings Road,2020-04-02 09:40:12,8918_490G00007051_2020-04-02_out_0,2020-04-02 09:32:46,out
True,Onslow Square,2020-04-06 02:13:18,7552_490G00010603_2020-04-06_in_0,2020-04-06 01:51:52,in
True,Radipole Road,2020-04-06 07:39:31,9317_490011385W_2020-04-06_in_0,2020-04-06 07:26:33,in
True,South Kensington Station,2020-04-02 13:32:48,8931_490000212E_2020-04-02_out_0,2020-04-02 13:16:46,out
True,St Mary's Church / Putney Pier,2020-04-02 07:39:13,8695_490011278S_2020-04-02_in_1,2020-04-02 07:32:45,in
True,Edith Grove,2020-04-02 09:15:28,8940_490G00006437_2020-04-02_in_2,2020-04-02 08:48:47,in
True,Green Park Station,2020-04-02 12:44:46,8916_490000093PE_2020-04-02_in_3,2020-04-02 12:44:47,in
True,Tottenham Court Road Station,2020-04-06 04:59:10,8926_490G00235E_2020-04-06_out_0,2020-04-06 04:56:32,out
True,Putney Station,2020-04-02 09:29:42,8919_490001231B_2020-04-02_in_0,2020-04-02 09:29:15,in
True,Knightsbridge Station  / Harrods,2020-04-02 13:00:30,7558_490000130KC_2020-04-02_out_0,2020-04-02 12:55:17,out
True,Green Park Station,2020-04-02 16:55:48,8695_490000093PE_2020-04-02_in_4,2020-04-02 16:50:45,in
True,Putney Bridge Stn  / Gonville Street,2020-04-05 15:25:39,7998_490015157V_2020-04-05_in_0,2020-04-05 15:22:43,in
True,Trocadero / Haymarket,2020-04-05 15:40:57,7546_490011791K_2020-04-05_out_0,2020-04-05 15:40:46,out
True,Edith Grove,2020-04-02 04:42:08,8920_490G00006437_2020-04-02_in_0,2020-04-02 04:38:45,in
True,Putney Heath / Green Man,2020-04-06 05:06:44,8919_490G00011285_2020-04-06_out_1,2020-04-06 05:05:43,out
True,Victoria and Albert Museum,2020-04-05 17:47:05,8919_490G00004436_2020-04-05_out_0,2020-04-05 17:46:48,out
True,Fulham Broadway Station,2020-04-05 16:37:38,8680_490000084M_2020-04-05_in_0,2020-04-05 16:22:48,in
True,Lytton Grove,2020-04-05 15:02:27,8919_490012340N_2020-04-05_out_0,2020-04-05 15:01:17,out
True,Knightsbridge Station  / Harrods,2020-04-05 16:06:55,8920_490000130KC_2020-04-05_out_0,2020-04-05 16:05:20,out
True,St Mary's Church / Putney Pier,2020-04-02 13:47:13,7558_490011278S_2020-04-02_out_0,2020-04-02 13:46:45,out
True,Brompton Square,2020-04-02 14:01:00,7987_490004437W_2020-04-02_in_1,2020-04-02 14:00:46,in
True,Bedford Place,2020-04-06 06:18:50,7924_490011815K_2020-04-06_out_0,2020-04-06 05:51:19,out
True,Hyde Park Corner Station,2020-04-05 15:23:27,7552_490000119T_2020-04-05_out_0,2020-04-05 15:23:17,out
True,Edith Grove,2020-04-02 10:55:27,7987_490G00006437_2020-04-02_in_0,2020-04-02 10:36:45,in
True,Edith Grove,2020-04-02 12:28:32,8916_490G00006437_2020-04-02_in_2,2020-04-02 12:28:45,in
True,Old Bond Street / Royal Academy,2020-04-02 13:13:01,8919_490G00010526_2020-04-02_in_1,2020-04-02 13:12:45,in
True,Cambridge Circus,2020-04-06 02:04:57,7948_490004695D_2020-04-06_out_0,2020-04-06 01:36:52,out
True,Parsons Green Lane / Fulham Library,2020-04-05 18:05:49,8919_490G000699_2020-04-05_out_1,2020-04-05 17:56:46,out
True,Dean Street / Chinatown,2020-04-06 04:51:21,8602_490006008W_2020-04-06_out_1,2020-04-06 04:30:08,out
True,Piccadilly Circus,2020-04-02 05:47:06,8940_490000179B_2020-04-02_in_0,2020-04-02 05:46:45,in
True,Hyde Park Corner Station,2020-04-02 12:47:11,8916_490000119T_2020-04-02_in_3,2020-04-02 12:24:45,in
True,Fulham Broadway,2020-04-05 17:50:08,8921_490008547E_2020-04-05_out_0,2020-04-05 17:49:18,out
True,Brompton Square,2020-04-05 18:14:21,8678_490004437W_2020-04-05_in_1,2020-04-05 17:46:49,in
True,Putney Station,2020-04-05 16:31:07,8922_490001231B_2020-04-05_in_0,2020-04-05 16:02:44,in
True,Old Park Lane / Hard Rock Cafe,2020-04-02 16:53:23,8695_490010574D_2020-04-02_in_4,2020-04-02 16:50:44,in
True,Putney Bridge Stn  / Gonville Street,2020-04-02 07:25:01,8920_490015157V_2020-04-02_out_1,2020-04-02 07:24:46,out
True,Putney Station,2020-04-02 10:55:32,9791_490001231B_2020-04-02_in_0,2020-04-02 10:55:17,in
True,Chelsea Football Club,2020-04-05 16:48:47,8678_490005069E_2020-04-05_out_0,2020-04-05 16:22:46,out
True,St John's Avenue,2020-04-02 08:57:34,8940_490G00004634_2020-04-02_in_2,2020-04-02 08:34:45,in
True,Old Church Street,2020-04-02 13:20:16,7548_490006514N_2020-04-02_out_0,2020-04-02 13:18:46,out
True,Fulham Palace Road,2020-04-05 15:31:28,8680_490007054W_2020-04-05_out_0,2020-04-05 15:22:46,out
True,Cambridge Circus,2020-04-02 16:13:08,7548_490004695D_2020-04-02_out_0,2020-04-02 16:11:17,out
True,Old Park Lane / Hard Rock Cafe,2020-04-05 15:36:30,8935_490010574D_2020-04-05_in_0,2020-04-05 15:10:44,in
True,Fulham Palace Road,2020-04-02 11:31:08,8919_490007054W_2020-04-02_out_0,2020-04-02 11:12:46,out
True,Putney Bridge Stn  / Gonville Street,2020-04-05 17:49:38,7998_490015157V_2020-04-05_out_0,2020-04-05 17:49:18,out
True,Harrods,2020-04-05 18:05:07,8696_490007841KB_2020-04-05_in_1,2020-04-05 17:56:46,in
True,Hortensia Road,2020-04-05 16:03:27,8915_490008380HC_2020-04-05_out_0,2020-04-05 16:02:44,out
True,Brompton Square,2020-04-02 14:52:51,8880_490004437W_2020-04-02_out_1,2020-04-02 14:44:44,out
True,Royal Brompton Hosp / Royal Marsden Hosp,2020-04-05 16:47:52,7558_490015421S_2020-04-05_out_0,2020-04-05 16:22:47,out
True,Green Park / Constitution Hill,2020-04-06 05:09:38,8926_490G00007492_2020-04-06_out_0,2020-04-06 05:06:11,out
True,Putney Bridge Stn  / Gonville Street,2020-04-05 18:00:47,8921_490015157V_2020-04-05_out_0,2020-04-05 17:58:46,out
True,Fulham Road / Beaufort Street,2020-04-02 10:55:11,8916_490G00003726_2020-04-02_out_2,2020-04-02 10:54:49,out
True,Parsons Green Lane / Fulham Library,2020-04-02 18:01:53,7548_490G000699_2020-04-02_in_1,2020-04-02 18:01:10,in
True,Fulham Broadway,2020-04-02 05:53:05,8915_490008547E_2020-04-02_in_0,2020-04-02 05:52:45,in
